#: table_doi: 10.17182/hepdata.86210.v1/t2
#: name: Table 2
#: description: Transverse momentum spectra of charged particles in PbPb collisions in nine centrality classes.
#: data_file: Fig3_PbPb_5020GeV.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword cmenergies: 5020
#: CENT,,,0-5 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
4.25,4.0,4.5,0.7548499,0.00095932,-0.00095932,0.014458,-0.014458
4.75,4.5,5.0,0.3991114,0.00063397,-0.00063397,0.007741,-0.007741
5.25,5.0,5.5,0.2177423,0.00046203,-0.00046203,0.0034661,-0.0034661
5.75,5.5,6.0,0.1330203,0.0003433,-0.0003433,0.0021849,-0.0021849
6.25,6.0,6.5,0.08211253,0.00026034,-0.00026034,0.0011503,-0.0011503
6.75,6.5,7.0,0.05544928,0.00020924,-0.00020924,0.00081545,-0.00081545
7.5,7.0,8.0,0.03324004,0.00011562,-0.00011562,0.00051818,-0.00051818
8.5,8.0,9.0,0.01768997,8.3874e-05,-8.3874e-05,0.00026066,-0.00026066
9.5,9.0,10.0,0.0103505,6.2561e-05,-6.2561e-05,0.00016586,-0.00016586
10.5,10.0,11.0,0.006435085,4.8435e-05,-4.8435e-05,0.00012119,-0.00012119
11.5,11.0,12.0,0.004192027,3.8765e-05,-3.8765e-05,8.4393e-05,-8.4393e-05
12.5,12.0,13.0,0.002798322,3.1504e-05,-3.1504e-05,6.0107e-05,-6.0107e-05
13.5,13.0,14.0,0.001964363,2.6439e-05,-2.6439e-05,4.6184e-05,-4.6184e-05
14.5,14.0,15.0,0.001435357,2.2552e-05,-2.2552e-05,3.5735e-05,-3.5735e-05
15.5,15.0,16.0,0.001043832,1.92e-05,-1.92e-05,2.7467e-05,-2.7467e-05
17.0,16.0,18.0,0.0006791645,1.0963e-05,-1.0963e-05,1.9351e-05,-1.9351e-05
19.0,18.0,20.0,0.0004005998,8.3996e-06,-8.3996e-06,1.2609e-05,-1.2609e-05
21.0,20.0,22.0,0.0002544589,6.8279e-06,-6.8279e-06,9.3165e-06,-9.3165e-06
23.0,22.0,24.0,0.0001688164,5.5598e-06,-5.5598e-06,6.6786e-06,-6.6786e-06
25.0,24.0,26.0,0.0001070501,4.4261e-06,-4.4261e-06,4.5581e-06,-4.5581e-06
28.0,26.0,30.0,6.792034e-05,2.4918e-06,-2.4918e-06,3.2066e-06,-3.2066e-06
32.0,30.0,34.0,3.140055e-05,1.693e-06,-1.693e-06,1.6815e-06,-1.6815e-06
37.0,34.0,40.0,1.773436e-05,1.0378e-06,-1.0378e-06,1.0938e-06,-1.0938e-06
45.0,40.0,50.0,5.009415e-06,4.2643e-07,-4.2643e-07,3.7595e-07,-3.7595e-07

#: CENT,,,40-50 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,407.195,0.1446,-0.1446,14.012,-14.012
0.225,0.2,0.25,425.958,0.091389,-0.091389,9.677,-9.677
0.275,0.25,0.3,415.737,0.079801,-0.079801,8.0752,-8.0752
0.32499999999999996,0.3,0.35,396.041,0.072621,-0.072621,5.7057,-5.7057
0.375,0.35,0.4,369.68,0.067283,-0.067283,6.3166,-6.3166
0.42500000000000004,0.4,0.45,340.426,0.062885,-0.062885,6.6831,-6.6831
0.475,0.45,0.5,310.725,0.060344,-0.060344,6.4108,-6.4108
0.525,0.5,0.55,282.731,0.058819,-0.058819,5.5337,-5.5337
0.575,0.55,0.6,257.248,0.057065,-0.057065,4.6859,-4.6859
0.625,0.6,0.65,233.266,0.055552,-0.055552,4.1934,-4.1934
0.675,0.65,0.7,211.484,0.054325,-0.054325,3.7797,-3.7797
0.725,0.7,0.75,191.732,0.052741,-0.052741,3.2226,-3.2226
0.775,0.75,0.8,173.656,0.051101,-0.051101,2.7136,-2.7136
0.825,0.8,0.85,157.528,0.049799,-0.049799,2.497,-2.497
0.875,0.85,0.9,142.849,0.048537,-0.048537,1.9174,-1.9174
0.925,0.9,0.95,129.662,0.04701,-0.04701,1.3227,-1.3227
0.975,0.95,1.0,117.432,0.045207,-0.045207,1.475,-1.475
1.05,1.0,1.1,101.571,0.029673,-0.029673,1.2574,-1.2574
1.15,1.1,1.2,83.63,0.026865,-0.026865,0.99281,-0.99281
1.25,1.2,1.3,68.425,0.021158,-0.021158,0.83725,-0.83725
1.35,1.3,1.4,57.384,0.018822,-0.018822,0.69023,-0.69023
1.45,1.4,1.5,47.047,0.017342,-0.017342,0.55729,-0.55729
1.55,1.5,1.6,39.317,0.015401,-0.015401,0.46602,-0.46602
1.65,1.6,1.7,32.458,0.014025,-0.014025,0.41827,-0.41827
1.75,1.7,1.8,27.1,0.012478,-0.012478,0.34417,-0.34417
1.85,1.8,1.9,22.362,0.01141,-0.01141,0.27903,-0.27903
1.95,1.9,2.0,18.683,0.010172,-0.010172,0.23061,-0.23061
2.1,2.0,2.2,14.26776,0.0069827,-0.0069827,0.19492,-0.19492
2.3,2.2,2.4,9.955079,0.0056565,-0.0056565,0.13356,-0.13356
2.5,2.4,2.6,6.970196,0.004555,-0.004555,0.10103,-0.10103
2.7,2.6,2.8,4.936165,0.0037827,-0.0037827,0.074324,-0.074324
2.9,2.8,3.0,3.509942,0.0031484,-0.0031484,0.055782,-0.055782
3.1,3.0,3.2,2.528787,0.0025957,-0.0025957,0.042205,-0.042205
3.3,3.2,3.4,1.826426,0.0020347,-0.0020347,0.030686,-0.030686
3.5,3.4,3.6,1.353302,0.0017185,-0.0017185,0.022811,-0.022811
3.7,3.6,3.8,0.9877218,0.0014529,-0.0014529,0.016147,-0.016147
3.9,3.8,4.0,0.7466023,0.0012463,-0.0012463,0.01215,-0.01215
4.25,4.0,4.5,0.4714653,0.00062543,-0.00062543,0.0079253,-0.0079253
4.75,4.5,5.0,0.255931,0.00045093,-0.00045093,0.004347,-0.004347
5.25,5.0,5.5,0.1432176,0.00033166,-0.00033166,0.0020113,-0.0020113
5.75,5.5,6.0,0.08816691,0.00025746,-0.00025746,0.0012661,-0.0012661
6.25,6.0,6.5,0.05648463,0.00020307,-0.00020307,0.00080612,-0.00080612
6.75,6.5,7.0,0.03792507,0.00016569,-0.00016569,0.0005583,-0.0005583
7.5,7.0,8.0,0.02257472,9.0543e-05,-9.0543e-05,0.00036187,-0.00036187
8.5,8.0,9.0,0.01203016,6.5664e-05,-6.5664e-05,0.00017674,-0.00017674
9.5,9.0,10.0,0.006982217,4.9777e-05,-4.9777e-05,0.00010639,-0.00010639
10.5,10.0,11.0,0.004338538,3.8985e-05,-3.8985e-05,7.5322e-05,-7.5322e-05
11.5,11.0,12.0,0.002820556,3.1382e-05,-3.1382e-05,5.0455e-05,-5.0455e-05
12.5,12.0,13.0,0.001896513,2.5707e-05,-2.5707e-05,3.4952e-05,-3.4952e-05
13.5,13.0,14.0,0.001314523,2.1488e-05,-2.1488e-05,2.5968e-05,-2.5968e-05
14.5,14.0,15.0,0.0009479842,1.8239e-05,-1.8239e-05,1.9244e-05,-1.9244e-05
15.5,15.0,16.0,0.000686257,1.5512e-05,-1.5512e-05,1.4314e-05,-1.4314e-05
17.0,16.0,18.0,0.0004445303,8.8288e-06,-8.8288e-06,9.6526e-06,-9.6526e-06
19.0,18.0,20.0,0.0002601253,6.7495e-06,-6.7495e-06,5.9544e-06,-5.9544e-06
21.0,20.0,22.0,0.0001686454,5.5542e-06,-5.5542e-06,4.5541e-06,-4.5541e-06
23.0,22.0,24.0,0.0001014608,4.3068e-06,-4.3068e-06,2.8528e-06,-2.8528e-06
25.0,24.0,26.0,6.960987e-05,3.5663e-06,-3.5663e-06,2.0371e-06,-2.0371e-06
28.0,26.0,30.0,3.99748e-05,1.9101e-06,-1.9101e-06,1.2409e-06,-1.2409e-06
32.0,30.0,34.0,2.241823e-05,1.4293e-06,-1.4293e-06,7.5108e-07,-7.5108e-07
37.0,34.0,40.0,1.024577e-05,7.8814e-07,-7.8814e-07,3.7603e-07,-3.7603e-07
45.0,40.0,50.0,3.877846e-06,3.7489e-07,-3.7489e-07,1.6301e-07,-1.6301e-07

#: CENT,,,50-60 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,244.203,0.08514,-0.08514,7.9103,-7.9103
0.225,0.2,0.25,253.721,0.056273,-0.056273,5.4491,-5.4491
0.275,0.25,0.3,246.092,0.050656,-0.050656,4.5771,-4.5771
0.32499999999999996,0.3,0.35,232.603,0.046957,-0.046957,3.4153,-3.4153
0.375,0.35,0.4,215.649,0.043884,-0.043884,3.9356,-3.9356
0.42500000000000004,0.4,0.45,197.342,0.041203,-0.041203,3.8944,-3.8944
0.475,0.45,0.5,179.101,0.03958,-0.03958,3.6142,-3.6142
0.525,0.5,0.55,162.176,0.038595,-0.038595,3.1304,-3.1304
0.575,0.55,0.6,146.58,0.037416,-0.037416,2.8236,-2.8236
0.625,0.6,0.65,132.399,0.036334,-0.036334,2.5919,-2.5919
0.675,0.65,0.7,119.349,0.035395,-0.035395,2.1799,-2.1799
0.725,0.7,0.75,107.747,0.034242,-0.034242,1.8332,-1.8332
0.775,0.75,0.8,97.202,0.033095,-0.033095,1.5906,-1.5906
0.825,0.8,0.85,87.855,0.032072,-0.032072,1.3793,-1.3793
0.875,0.85,0.9,79.421,0.030949,-0.030949,1.1258,-1.1258
0.925,0.9,0.95,71.857,0.029937,-0.029937,0.8865,-0.8865
0.975,0.95,1.0,64.827,0.028595,-0.028595,0.96778,-0.96778
1.05,1.0,1.1,55.78,0.018707,-0.018707,0.78649,-0.78649
1.15,1.1,1.2,45.633,0.016789,-0.016789,0.55378,-0.55378
1.25,1.2,1.3,37.142,0.013925,-0.013925,0.4814,-0.4814
1.35,1.3,1.4,31.021,0.01253,-0.01253,0.39373,-0.39373
1.45,1.4,1.5,25.382,0.011384,-0.011384,0.29946,-0.29946
1.55,1.5,1.6,21.121,0.01023,-0.01023,0.24461,-0.24461
1.65,1.6,1.7,17.367,0.0092819,-0.0092819,0.22628,-0.22628
1.75,1.7,1.8,14.485,0.0083606,-0.0083606,0.18471,-0.18471
1.85,1.8,1.9,11.935,0.0075908,-0.0075908,0.16496,-0.16496
1.95,1.9,2.0,9.958,0.0068454,-0.0068454,0.13665,-0.13665
2.1,2.0,2.2,7.61251,0.0044605,-0.0044605,0.10619,-0.10619
2.3,2.2,2.4,5.315602,0.0036746,-0.0036746,0.079251,-0.079251
2.5,2.4,2.6,3.735595,0.0030273,-0.0030273,0.058472,-0.058472
2.7,2.6,2.8,2.66101,0.0025216,-0.0025216,0.039686,-0.039686
2.9,2.8,3.0,1.909691,0.0021132,-0.0021132,0.030466,-0.030466
3.1,3.0,3.2,1.385184,0.0017724,-0.0017724,0.022687,-0.022687
3.3,3.2,3.4,1.013324,0.0014542,-0.0014542,0.016852,-0.016852
3.5,3.4,3.6,0.7578388,0.0012463,-0.0012463,0.012721,-0.012721
3.7,3.6,3.8,0.5595279,0.0010619,-0.0010619,0.0088739,-0.0088739
3.9,3.8,4.0,0.4277804,0.00092231,-0.00092231,0.0066996,-0.0066996
4.25,4.0,4.5,0.2757527,0.00046608,-0.00046608,0.0044995,-0.0044995
4.75,4.5,5.0,0.1526072,0.00034322,-0.00034322,0.0025295,-0.0025295
5.25,5.0,5.5,0.08748781,0.00025641,-0.00025641,0.0011518,-0.0011518
5.75,5.5,6.0,0.0544408,0.00020085,-0.00020085,0.00071269,-0.00071269
6.25,6.0,6.5,0.03443369,0.00015756,-0.00015756,0.00043697,-0.00043697
6.75,6.5,7.0,0.02331175,0.00012932,-0.00012932,0.00032158,-0.00032158
7.5,7.0,8.0,0.01395886,7.0833e-05,-7.0833e-05,0.0001848,-0.0001848
8.5,8.0,9.0,0.007496193,5.1571e-05,-5.1571e-05,8.5772e-05,-8.5772e-05
9.5,9.0,10.0,0.004319248,3.9013e-05,-3.9013e-05,5.1948e-05,-5.1948e-05
10.5,10.0,11.0,0.002633045,3.0286e-05,-3.0286e-05,3.8594e-05,-3.8594e-05
11.5,11.0,12.0,0.001723347,2.4475e-05,-2.4475e-05,2.6249e-05,-2.6249e-05
12.5,12.0,13.0,0.001117198,1.9691e-05,-1.9691e-05,1.7698e-05,-1.7698e-05
13.5,13.0,14.0,0.0007664855,1.6378e-05,-1.6378e-05,1.331e-05,-1.331e-05
14.5,14.0,15.0,0.0005333599,1.3657e-05,-1.3657e-05,9.603e-06,-9.603e-06
15.5,15.0,16.0,0.0004260388,1.2204e-05,-1.2204e-05,7.9546e-06,-7.9546e-06
17.0,16.0,18.0,0.0002562338,6.6916e-06,-6.6916e-06,5.0519e-06,-5.0519e-06
19.0,18.0,20.0,0.0001468936,5.064e-06,-5.064e-06,3.1115e-06,-3.1115e-06
21.0,20.0,22.0,8.750884e-05,4.0309e-06,-4.0309e-06,2.2556e-06,-2.2556e-06
23.0,22.0,24.0,6.053185e-05,3.3379e-06,-3.3379e-06,1.6458e-06,-1.6458e-06
25.0,24.0,26.0,3.755875e-05,2.6193e-06,-2.6193e-06,1.0766e-06,-1.0766e-06
28.0,26.0,30.0,2.218684e-05,1.4195e-06,-1.4195e-06,6.873e-07,-6.873e-07
32.0,30.0,34.0,1.125426e-05,1.0084e-06,-1.0084e-06,3.8502e-07,-3.8502e-07
37.0,34.0,40.0,4.670746e-06,5.2947e-07,-5.2947e-07,1.7955e-07,-1.7955e-07
45.0,40.0,50.0,1.968172e-06,2.6563e-07,-2.6563e-07,8.9614e-08,-8.9614e-08

#: CENT,,,60-70 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,134.491,0.059941,-0.059941,3.9895,-3.9895
0.225,0.2,0.25,138.564,0.039909,-0.039909,2.7184,-2.7184
0.275,0.25,0.3,133.104,0.036087,-0.036087,2.3333,-2.3333
0.32499999999999996,0.3,0.35,124.744,0.033453,-0.033453,1.5686,-1.5686
0.375,0.35,0.4,114.766,0.031205,-0.031205,1.7204,-1.7204
0.42500000000000004,0.4,0.45,104.123,0.029229,-0.029229,1.8439,-1.8439
0.475,0.45,0.5,93.848,0.027994,-0.027994,1.7761,-1.7761
0.525,0.5,0.55,84.394,0.027238,-0.027238,1.5872,-1.5872
0.575,0.55,0.6,75.886,0.026304,-0.026304,1.3908,-1.3908
0.625,0.6,0.65,68.038,0.025449,-0.025449,1.2379,-1.2379
0.675,0.65,0.7,60.991,0.024741,-0.024741,1.0855,-1.0855
0.725,0.7,0.75,54.772,0.023849,-0.023849,0.91305,-0.91305
0.775,0.75,0.8,49.125,0.022994,-0.022994,0.7741,-0.7741
0.825,0.8,0.85,44.212,0.022179,-0.022179,0.70078,-0.70078
0.875,0.85,0.9,39.777,0.021364,-0.021364,0.52981,-0.52981
0.925,0.9,0.95,35.837,0.020586,-0.020586,0.3816,-0.3816
0.975,0.95,1.0,32.198,0.019559,-0.019559,0.42757,-0.42757
1.05,1.0,1.1,27.527,0.012736,-0.012736,0.38807,-0.38807
1.15,1.1,1.2,22.385,0.011416,-0.011416,0.30018,-0.30018
1.25,1.2,1.3,18.098,0.0095352,-0.0095352,0.26748,-0.26748
1.35,1.3,1.4,15.059,0.0085833,-0.0085833,0.21873,-0.21873
1.45,1.4,1.5,12.257,0.0077739,-0.0077739,0.17655,-0.17655
1.55,1.5,1.6,10.172,0.0069906,-0.0069906,0.14523,-0.14523
1.65,1.6,1.7,8.317,0.0063141,-0.0063141,0.12645,-0.12645
1.75,1.7,1.8,6.918,0.0056894,-0.0056894,0.10368,-0.10368
1.85,1.8,1.9,5.69,0.0051442,-0.0051442,0.090141,-0.090141
1.95,1.9,2.0,4.754,0.004653,-0.004653,0.074409,-0.074409
2.1,2.0,2.2,3.622624,0.0029939,-0.0029939,0.053935,-0.053935
2.3,2.2,2.4,2.536833,0.0024822,-0.0024822,0.034412,-0.034412
2.5,2.4,2.6,1.786404,0.0020454,-0.0020454,0.023581,-0.023581
2.7,2.6,2.8,1.276487,0.0017075,-0.0017075,0.017615,-0.017615
2.9,2.8,3.0,0.9245296,0.0014295,-0.0014295,0.013045,-0.013045
3.1,3.0,3.2,0.6722066,0.0012045,-0.0012045,0.0096399,-0.0096399
3.3,3.2,3.4,0.499674,0.0010042,-0.0010042,0.0070175,-0.0070175
3.5,3.4,3.6,0.3769126,0.00086572,-0.00086572,0.0052861,-0.0052861
3.7,3.6,3.8,0.2825862,0.00074522,-0.00074522,0.0039851,-0.0039851
3.9,3.8,4.0,0.2185652,0.00065161,-0.00065161,0.0031194,-0.0031194
4.25,4.0,4.5,0.140332,0.00032809,-0.00032809,0.0018465,-0.0018465
4.75,4.5,5.0,0.07981918,0.00024497,-0.00024497,0.0010746,-0.0010746
5.25,5.0,5.5,0.04654339,0.00018505,-0.00018505,0.0005525,-0.0005525
5.75,5.5,6.0,0.02912496,0.0001455,-0.0001455,0.00033589,-0.00033589
6.25,6.0,6.5,0.01854933,0.00011482,-0.00011482,0.00022519,-0.00022519
6.75,6.5,7.0,0.01251804,9.4063e-05,-9.4063e-05,0.00016523,-0.00016523
7.5,7.0,8.0,0.00751711,5.1603e-05,-5.1603e-05,9.2156e-05,-9.2156e-05
8.5,8.0,9.0,0.00403069,3.7713e-05,-3.7713e-05,6.2797e-05,-6.2797e-05
9.5,9.0,10.0,0.002305638,2.844e-05,-2.844e-05,3.7523e-05,-3.7523e-05
10.5,10.0,11.0,0.001454741,2.2595e-05,-2.2595e-05,2.6954e-05,-2.6954e-05
11.5,11.0,12.0,0.0009000609,1.7754e-05,-1.7754e-05,1.7385e-05,-1.7385e-05
12.5,12.0,13.0,0.0005899181,1.4365e-05,-1.4365e-05,1.1895e-05,-1.1895e-05
13.5,13.0,14.0,0.0003824648,1.1614e-05,-1.1614e-05,8.3241e-06,-8.3241e-06
14.5,14.0,15.0,0.0002795663,9.9264e-06,-9.9264e-06,6.343e-06,-6.343e-06
15.5,15.0,16.0,0.0002055764,8.5099e-06,-8.5099e-06,4.8634e-06,-4.8634e-06
17.0,16.0,18.0,0.0001321302,4.8238e-06,-4.8238e-06,3.3275e-06,-3.3275e-06
19.0,18.0,20.0,6.910463e-05,3.4867e-06,-3.4867e-06,1.8888e-06,-1.8888e-06
21.0,20.0,22.0,4.847658e-05,2.9836e-06,-2.9836e-06,1.5511e-06,-1.5511e-06
23.0,22.0,24.0,2.844192e-05,2.2845e-06,-2.2845e-06,9.7206e-07,-9.7206e-07
25.0,24.0,26.0,1.558542e-05,1.6905e-06,-1.6905e-06,5.68e-07,-5.68e-07
28.0,26.0,30.0,1.199597e-05,1.0481e-06,-1.0481e-06,4.7961e-07,-4.7961e-07
32.0,30.0,34.0,4.295843e-06,6.2661e-07,-6.2661e-07,1.9288e-07,-1.9288e-07
37.0,34.0,40.0,2.613105e-06,3.985e-07,-3.985e-07,1.3404e-07,-1.3404e-07
45.0,40.0,50.0,1.197235e-06,2.0841e-07,-2.0841e-07,7.4173e-08,-7.4173e-08

#: CENT,,,70-80 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,5020.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,65.67,0.042282,-0.042282,1.8927,-1.8927
0.225,0.2,0.25,67.2,0.028014,-0.028014,1.2761,-1.2761
0.275,0.25,0.3,63.924,0.025187,-0.025187,1.1023,-1.1023
0.32499999999999996,0.3,0.35,59.345,0.023202,-0.023202,0.72649,-0.72649
0.375,0.35,0.4,54.111,0.021538,-0.021538,0.80187,-0.80187
0.42500000000000004,0.4,0.45,48.7,0.020068,-0.020068,0.85821,-0.85821
0.475,0.45,0.5,43.542,0.019138,-0.019138,0.81991,-0.81991
0.525,0.5,0.55,38.837,0.018542,-0.018542,0.72786,-0.72786
0.575,0.55,0.6,34.715,0.017842,-0.017842,0.63438,-0.63438
0.625,0.6,0.65,30.944,0.017188,-0.017188,0.56235,-0.56235
0.675,0.65,0.7,27.582,0.016642,-0.016642,0.48722,-0.48722
0.725,0.7,0.75,24.627,0.015992,-0.015992,0.4108,-0.4108
0.775,0.75,0.8,22.004,0.015386,-0.015386,0.34557,-0.34557
0.825,0.8,0.85,19.677,0.014812,-0.014812,0.30281,-0.30281
0.875,0.85,0.9,17.629,0.014263,-0.014263,0.23385,-0.23385
0.925,0.9,0.95,15.801,0.013705,-0.013705,0.16971,-0.16971
0.975,0.95,1.0,14.149,0.013018,-0.013018,0.18422,-0.18422
1.05,1.0,1.1,12.033,0.0084212,-0.0084212,0.17,-0.17
1.15,1.1,1.2,9.744,0.0075083,-0.0075083,0.13073,-0.13073
1.25,1.2,1.3,7.827,0.0062765,-0.0062765,0.1143,-0.1143
1.35,1.3,1.4,6.466,0.0056261,-0.0056261,0.092825,-0.092825
1.45,1.4,1.5,5.251,0.0050896,-0.0050896,0.075451,-0.075451
1.55,1.5,1.6,4.357,0.0045765,-0.0045765,0.061841,-0.061841
1.65,1.6,1.7,3.555,0.0041342,-0.0041342,0.053826,-0.053826
1.75,1.7,1.8,2.956,0.0037243,-0.0037243,0.04397,-0.04397
1.85,1.8,1.9,2.438,0.0033634,-0.0033634,0.038112,-0.038112
1.95,1.9,2.0,2.039,0.0030448,-0.0030448,0.031486,-0.031486
2.1,2.0,2.2,1.557064,0.0019741,-0.0019741,0.023276,-0.023276
2.3,2.2,2.4,1.09178,0.0016348,-0.0016348,0.015229,-0.015229
2.5,2.4,2.6,0.7741948,0.0013526,-0.0013526,0.0097951,-0.0097951
2.7,2.6,2.8,0.5566786,0.0011352,-0.0011352,0.0078238,-0.0078238
2.9,2.8,3.0,0.4041243,0.00095474,-0.00095474,0.0060229,-0.0060229
3.1,3.0,3.2,0.2989155,0.00080921,-0.00080921,0.0039592,-0.0039592
3.3,3.2,3.4,0.2233384,0.00067245,-0.00067245,0.0030626,-0.0030626
3.5,3.4,3.6,0.1702295,0.00058271,-0.00058271,0.0023315,-0.0023315
3.7,3.6,3.8,0.1278199,0.00050553,-0.00050553,0.0017509,-0.0017509
3.9,3.8,4.0,0.09872713,0.0004408,-0.0004408,0.0013484,-0.0013484
4.25,4.0,4.5,0.06519447,0.00022509,-0.00022509,0.00092553,-0.00092553
4.75,4.5,5.0,0.03711873,0.00016766,-0.00016766,0.00054282,-0.00054282
5.25,5.0,5.5,0.02186594,0.00012708,-0.00012708,0.00024248,-0.00024248
5.75,5.5,6.0,0.01400729,0.00010107,-0.00010107,0.00016678,-0.00016678
6.25,6.0,6.5,0.008840268,7.9246e-05,-7.9246e-05,0.00011562,-0.00011562
6.75,6.5,7.0,0.005882074,6.4488e-05,-6.4488e-05,7.7151e-05,-7.7151e-05
7.5,7.0,8.0,0.003575186,3.5587e-05,-3.5587e-05,5.2302e-05,-5.2302e-05
8.5,8.0,9.0,0.001882527,2.5791e-05,-2.5791e-05,3.2407e-05,-3.2407e-05
9.5,9.0,10.0,0.001070504,1.939e-05,-1.939e-05,1.886e-05,-1.886e-05
10.5,10.0,11.0,0.0006175289,1.4725e-05,-1.4725e-05,1.1833e-05,-1.1833e-05
11.5,11.0,12.0,0.0003990328,1.1826e-05,-1.1826e-05,7.7657e-06,-7.7657e-06
12.5,12.0,13.0,0.0002710937,9.7418e-06,-9.7418e-06,5.3613e-06,-5.3613e-06
13.5,13.0,14.0,0.0001748216,7.8551e-06,-7.8551e-06,3.6427e-06,-3.6427e-06
14.5,14.0,15.0,0.0001215723,6.5483e-06,-6.5483e-06,2.5739e-06,-2.5739e-06
15.5,15.0,16.0,9.335909e-05,5.7371e-06,-5.7371e-06,2.0092e-06,-2.0092e-06
17.0,16.0,18.0,5.476103e-05,3.1065e-06,-3.1065e-06,1.2087e-06,-1.2087e-06
19.0,18.0,20.0,3.009248e-05,2.3018e-06,-2.3018e-06,6.8769e-07,-6.8769e-07
21.0,20.0,22.0,1.854683e-05,1.8455e-06,-1.8455e-06,4.9385e-07,-4.9385e-07
23.0,22.0,24.0,1.523084e-05,1.6718e-06,-1.6718e-06,4.1741e-07,-4.1741e-07
25.0,24.0,26.0,7.701329e-06,1.1883e-06,-1.1883e-06,2.1735e-07,-2.1735e-07
28.0,26.0,30.0,4.304334e-06,6.2785e-07,-6.2785e-07,1.2705e-07,-1.2705e-07
32.0,30.0,34.0,2.55904e-06,4.8361e-07,-4.8361e-07,8.025e-08,-8.025e-08
37.0,34.0,40.0,1.215319e-06,2.7175e-07,-2.7175e-07,4.2033e-08,-4.2033e-08
45.0,40.0,50.0,3.994182e-07,1.2043e-07,-1.2043e-07,1.6095e-08,-1.6095e-08

